Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781841845,50,,Aggregated,20.600000,0.000000,18,20,23,26,44,51,62,68,72,72,72,286,0,18,22.613799087416005,10.840735999408935,71.83205499950418,8637.993006993007
1781841846,50,,Aggregated,21.500000,0.000000,18,20,22,25,43,51,62,67,72,72,72,313,0,18,22.20594841214632,10.840735999408935,71.83205499950418,8278.549520766774
1781841847,50,,Aggregated,22.200000,0.000000,18,20,22,24,42,50,62,67,72,72,72,336,0,18,21.804829812513812,10.840735999408935,71.83205499950418,8328.58630952381
1781841848,50,,Aggregated,24.000000,0.000000,18,20,21,24,40,49,56,67,72,72,72,362,0,18,21.513279464105338,10.840735999408935,71.83205499950418,8288.646408839779
1781841849,50,,Aggregated,24.100000,0.000000,17,20,21,24,39,48,56,67,72,72,72,385,0,17,21.380565218195052,10.840735999408935,71.83205499950418,8699.238961038962
1781841850,50,,Aggregated,25.000000,0.000000,17,20,21,23,38,47,56,66,72,72,72,410,0,17,21.047346880497084,10.840735999408935,71.83205499950418,8687.873170731707
1781841851,50,,Aggregated,25.400000,0.000000,17,20,21,23,37,47,56,66,72,72,72,435,0,17,20.79675037932101,10.840735999408935,71.83205499950418,8740.46896551724
1781841852,50,,Aggregated,24.400000,0.000000,17,19,21,22,36,47,54,66,72,72,72,455,0,17,20.617007219790228,10.840735999408935,71.83205499950418,8762.08131868132
1781841853,50,,Aggregated,25.100000,0.000000,17,19,21,22,35,46,54,66,72,72,72,482,0,17,20.35842904357928,10.840735999408935,71.83205499950418,8691.80082987552
1781841854,50,,Aggregated,24.400000,0.000000,17,19,21,22,34,45,54,62,72,72,72,501,0,17,20.207635562882842,10.840735999408935,71.83205499950418,8719.051896207584
1781841855,50,,Aggregated,24.500000,0.000000,17,19,20,21,34,45,54,62,72,72,72,529,0,17,19.96520910019419,10.840735999408935,71.83205499950418,8939.964083175804
1781841856,50,,Aggregated,24.600000,0.000000,17,19,20,21,32,44,52,62,72,72,72,551,0,17,19.794146584396422,10.840735999408935,71.83205499950418,8997.894736842105
1781841857,50,,Aggregated,24.900000,0.000000,17,19,20,21,30,44,52,62,72,72,72,572,0,17,19.661867722033623,10.840735999408935,71.83205499950418,9105.176573426574
1781841858,50,,Aggregated,24.100000,0.000000,17,19,20,21,29,43,52,62,72,72,72,600,0,17,19.525576363339496,10.840735999408935,71.83205499950418,8990.763333333334
1781841859,50,,Aggregated,24.000000,0.000000,17,19,20,21,29,43,51,62,72,72,72,619,0,17,19.464943681749766,10.840735999408935,71.83205499950418,8871.00646203554
1781841860,50,,Aggregated,23.600000,0.000000,17,19,20,21,26,42,51,62,72,72,72,647,0,17,19.334593245757212,10.840735999408935,71.83205499950418,8986.217928902628
1781841861,50,,Aggregated,23.000000,0.000000,17,19,20,21,26,42,51,62,72,72,72,672,0,17,19.199582546138213,10.840735999408935,71.83205499950418,9001.18005952381
1781841862,50,,Aggregated,23.900000,0.000000,17,19,20,21,25,41,51,62,72,72,72,695,0,17,19.147476548211323,10.840735999408935,71.83205499950418,8836.063309352518
1781841863,50,,Aggregated,23.800000,0.000000,17,19,20,21,25,40,51,56,72,72,72,724,0,17,19.058548814936685,10.840735999408935,71.83205499950418,8883.233425414364
1781841864,50,,Aggregated,23.800000,0.000000,17,19,20,21,25,39,51,56,72,72,72,743,0,17,18.99435575506462,10.840735999408935,71.83205499950418,8933.584118438761
1781841865,50,,Aggregated,24.200000,0.000000,17,18,20,21,25,39,51,56,72,72,72,778,0,17,18.857397836771757,10.76006600032997,71.83205499950418,8927.304627249358
1781841866,50,,Aggregated,24.100000,0.000000,17,18,20,21,25,38,51,56,72,72,72,800,0,17,18.766326181257682,10.76006600032997,71.83205499950418,8885.7725
1781841867,50,,Aggregated,24.700000,0.000000,17,18,20,21,24,38,50,56,72,72,72,822,0,17,18.664530995140318,10.76006600032997,71.83205499950418,8979.082725060827
1781841868,50,,Aggregated,24.200000,0.000000,17,18,20,21,24,38,50,56,72,72,72,848,0,17,18.616019081371565,10.76006600032997,71.83205499950418,8916.458726415094
1781841869,50,,Aggregated,24.500000,0.000000,17,18,20,20,24,37,50,56,72,72,72,880,0,17,18.552112012502096,10.76006600032997,71.83205499950418,8836.047727272728
1781841870,50,,Aggregated,25.000000,0.000000,17,18,20,20,24,37,50,56,72,72,72,900,0,17,18.496979142223104,10.76006600032997,71.83205499950418,8868.845555555556
1781841871,50,,Aggregated,25.100000,0.000000,17,18,19,20,24,36,49,54,72,72,72,926,0,17,18.418687059398533,10.76006600032997,71.83205499950418,8790.964362850971
1781841872,50,,Aggregated,25.600000,0.000000,17,18,19,20,24,36,49,54,72,72,72,950,0,17,18.347228095792257,10.76006600032997,71.83205499950418,8861.823157894736
1781841873,50,,Aggregated,25.200000,0.000000,17,18,19,20,24,36,48,54,72,72,72,973,0,17,18.334543530319845,10.76006600032997,71.83205499950418,8763.945529290853
1781841874,50,,Aggregated,25.400000,0.000000,17,18,19,20,23,35,48,54,72,72,72,1000,0,17,18.30041548400095,10.76006600032997,71.83205499950418,8702.575
1781841875,50,,Aggregated,24.700000,0.000000,17,18,19,20,23,34,47,54,69,72,72,1028,0,17,18.248530658559005,10.76006600032997,71.83205499950418,8635.90272373541
1781841876,50,,Aggregated,25.500000,0.000000,17,18,19,20,23,34,47,54,69,72,72,1050,0,17,18.173450867618072,10.76006600032997,71.83205499950418,8651.78761904762
1781841877,50,,Aggregated,24.800000,0.000000,16,18,19,20,23,34,47,54,69,72,72,1075,0,16,18.103532758137842,10.76006600032997,71.83205499950418,8795.991627906977
1781841878,50,,Aggregated,25.200000,0.000000,16,18,19,20,23,32,47,52,69,72,72,1102,0,16,18.018935106169714,10.452536000229884,71.83205499950418,8798.779491833031
1781841879,50,,Aggregated,25.600000,0.000000,16,18,19,20,23,32,47,52,69,72,72,1125,0,16,17.992686105778073,10.452536000229884,71.83205499950418,8822.408
1781841880,50,,Aggregated,24.900000,0.000000,16,18,19,20,22,32,46,52,69,72,72,1154,0,16,17.943234186306807,10.452536000229884,71.83205499950418,8904.278162911613
1781841881,50,,Aggregated,25.200000,0.000000,16,18,19,20,22,32,46,52,69,72,72,1177,0,16,17.913016155479028,10.452536000229884,71.83205499950418,8901.58878504673
1781841882,50,,Aggregated,25.000000,0.000000,16,18,19,20,22,31,46,52,69,72,72,1200,0,16,17.86928662666848,10.452536000229884,71.83205499950418,8926.325833333334
1781841883,50,,Aggregated,24.800000,0.000000,16,18,19,20,22,30,46,51,69,72,72,1222,0,16,17.82444109983819,10.452536000229884,71.83205499950418,8881.205400981997
1781841884,50,,Aggregated,25.000000,0.000000,16,18,19,20,22,29,46,51,69,72,72,1249,0,16,17.794170654123327,10.452536000229884,71.83205499950418,8860.13290632506
1781841885,50,,Aggregated,25.100000,0.000000,16,18,19,20,22,29,45,51,69,72,72,1275,0,16,17.74521468941327,10.452536000229884,71.83205499950418,8884.857254901961
