Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781842019,100,,Aggregated,34.400000,0.000000,17,20,25,41,52,63,83,86,100,100,100,465,0,17,25.442241886027062,11.228463000406919,100.1146090002294,8389.989247311827
1781842020,100,,Aggregated,37.600000,0.000000,17,19,23,37,51,61,80,85,100,100,100,522,0,17,24.40636102107743,11.228463000406919,100.1146090002294,8386.66858237548
1781842021,100,,Aggregated,40.800000,0.000000,17,19,21,27,49,59,80,85,100,100,100,573,0,17,23.743713937172153,11.228463000406919,100.1146090002294,8545.160558464224
1781842022,100,,Aggregated,44.100000,0.000000,17,19,21,25,48,58,79,84,100,100,100,619,0,17,23.290254623583994,11.228463000406919,100.1146090002294,8896.840064620355
1781842023,100,,Aggregated,47.100000,0.000000,17,19,21,24,47,56,78,84,100,100,100,672,0,17,22.71585777380313,11.228463000406919,100.1146090002294,9106.028273809523
1781842024,100,,Aggregated,47.800000,0.000000,17,19,21,23,46,56,78,84,110,110,110,720,0,17,22.45127164443627,11.228463000406919,107.9710839994732,9256.768055555556
1781842025,100,,Aggregated,49.200000,0.000000,17,19,21,22,45,55,75,84,110,110,110,774,0,17,22.11244235528655,11.228463000406919,107.9710839994732,9162.328165374676
1781842026,100,,Aggregated,50.200000,0.000000,17,19,20,22,44,54,74,84,110,110,110,821,0,17,21.72231918025656,11.10798399986379,107.9710839994732,9188.527405602923
1781842027,100,,Aggregated,51.500000,0.000000,17,18,20,21,43,53,73,84,110,110,110,877,0,17,21.383694524505692,11.10798399986379,107.9710839994732,9039.57354618016
1781842028,100,,Aggregated,50.600000,0.000000,17,18,20,21,42,53,73,84,110,110,110,919,0,17,21.205566367780143,11.10798399986379,107.9710839994732,8885.796517954299
1781842029,100,,Aggregated,50.500000,0.000000,17,18,20,21,40,52,72,84,110,110,110,969,0,17,20.95630717336665,11.10798399986379,107.9710839994732,8962.484004127968
1781842030,100,,Aggregated,50.700000,0.000000,17,18,20,21,38,52,70,83,100,110,110,1016,0,17,20.68960011219559,11.10798399986379,107.9710839994732,9020.077755905511
1781842031,100,,Aggregated,50.500000,0.000000,17,18,20,21,35,51,64,83,100,110,110,1071,0,17,20.413347003726724,11.10798399986379,107.9710839994732,9083.098972922502
1781842032,100,,Aggregated,49.500000,0.000000,17,18,19,21,32,51,64,80,100,110,110,1113,0,17,20.256935118590818,11.10798399986379,107.9710839994732,9052.802336028752
1781842033,100,,Aggregated,49.500000,0.000000,17,18,19,21,28,49,63,80,100,110,110,1170,0,17,20.064480570933025,11.103777999778686,107.9710839994732,9005.063247863249
1781842034,100,,Aggregated,49.200000,0.000000,17,18,19,21,27,48,63,80,100,110,110,1222,0,17,19.93023995417198,11.103777999778686,107.9710839994732,8939.218494271685
1781842035,100,,Aggregated,48.900000,0.000000,17,18,19,21,27,48,62,80,100,110,110,1268,0,17,19.833515787855383,11.103777999778686,107.9710839994732,9010.06545741325
1781842036,100,,Aggregated,49.300000,0.000000,17,18,19,21,26,47,62,79,100,110,110,1320,0,16,19.670931026514676,11.103777999778686,107.9710839994732,9006.736363636364
1781842037,100,,Aggregated,49.100000,0.000000,16,18,19,20,26,47,61,79,100,110,110,1366,0,16,19.531930082724863,11.103777999778686,107.9710839994732,9022.65812591508
1781842038,100,,Aggregated,49.400000,0.000000,16,18,19,20,25,46,60,78,100,110,110,1420,0,16,19.403806740140514,11.103777999778686,107.9710839994732,9003.199295774648
1781842039,100,,Aggregated,48.800000,0.000000,16,18,19,20,25,45,59,78,100,110,110,1476,0,16,19.334195348915458,11.103777999778686,107.9710839994732,8903.292682926829
1781842040,100,,Aggregated,49.900000,0.000000,16,18,19,20,24,45,58,75,100,110,110,1526,0,16,19.212309843382123,11.103777999778686,107.9710839994732,9041.117955439056
1781842041,100,,Aggregated,50.400000,0.000000,16,18,19,20,24,45,58,75,100,110,110,1577,0,16,19.118538050097804,11.019822999514872,107.9710839994732,8963.607482561827
1781842042,100,,Aggregated,51.200000,0.000000,16,18,19,20,24,44,58,74,100,110,110,1629,0,16,19.03152971087219,10.39599200066732,107.9710839994732,8908.796807857581
1781842043,100,,Aggregated,50.500000,0.000000,16,18,19,20,24,44,56,74,100,110,110,1681,0,16,18.94624582332521,10.39599200066732,107.9710839994732,8958.54015466984
1781842044,100,,Aggregated,51.700000,0.000000,16,18,19,20,24,43,56,73,100,110,110,1734,0,16,18.844536660329705,10.39599200066732,107.9710839994732,8955.779123414071
1781842045,100,,Aggregated,52.200000,0.000000,16,18,19,20,23,42,56,73,100,110,110,1781,0,16,18.76256961033652,10.39599200066732,107.9710839994732,8908.974171813588
1781842046,100,,Aggregated,51.500000,0.000000,16,18,19,20,23,42,56,73,100,110,110,1828,0,16,18.686219778451044,10.39599200066732,107.9710839994732,8912.339168490153
1781842047,100,,Aggregated,50.500000,0.000000,16,18,19,20,23,41,55,73,100,110,110,1879,0,16,18.601583992554293,10.39599200066732,107.9710839994732,8923.079829696648
1781842048,100,,Aggregated,51.000000,0.000000,16,18,19,20,23,40,55,72,100,110,110,1934,0,16,18.513329290595482,10.39599200066732,107.9710839994732,8986.179937952431
1781842049,100,,Aggregated,51.200000,0.000000,16,18,19,20,23,40,55,72,100,110,110,1984,0,16,18.44887131048588,10.39599200066732,107.9710839994732,9043.412298387097
1781842050,100,,Aggregated,51.500000,0.000000,16,18,19,20,22,39,55,70,93,110,110,2037,0,16,18.39987866519512,10.39599200066732,107.9710839994732,9073.6705940108
1781842051,100,,Aggregated,51.200000,0.000000,16,18,19,20,22,38,54,70,93,110,110,2091,0,16,18.322651499283175,10.39599200066732,107.9710839994732,9077.20612147298
1781842052,100,,Aggregated,50.800000,0.000000,16,17,19,19,22,37,53,64,93,110,110,2136,0,16,18.271930475189738,10.39599200066732,107.9710839994732,9087.286985018727
1781842053,100,,Aggregated,51.000000,0.000000,16,17,19,19,22,33,53,64,93,110,110,2188,0,16,18.207860840952748,10.39599200066732,107.9710839994732,9143.474862888483
1781842054,100,,Aggregated,50.100000,0.000000,16,17,19,19,22,32,53,64,93,110,110,2231,0,16,18.16879575661271,10.39599200066732,107.9710839994732,9142.567906768265
1781842055,100,,Aggregated,50.200000,0.000000,16,17,19,19,22,32,53,64,93,110,110,2282,0,16,18.13603209553217,10.39599200066732,107.9710839994732,9129.72042068361
1781842056,100,,Aggregated,49.800000,0.000000,16,17,19,19,22,31,52,63,93,110,110,2328,0,16,18.070044878866085,10.39599200066732,107.9710839994732,9124.838487972509
1781842057,100,,Aggregated,49.700000,0.000000,16,17,19,19,22,30,52,63,93,110,110,2378,2,16,18.004100188395288,6.327936000161571,107.9710839994732,9132.320016820859
1781842058,100,,Aggregated,49.400000,0.000000,16,17,18,19,22,29,52,63,93,110,110,2429,6,16,17.95009583079681,6.327936000161571,107.9710839994732,9140.223548785509
1781842059,100,,Aggregated,50.200000,0.000000,16,17,18,19,22,29,52,63,93,110,110,2468,6,16,17.914890824960903,6.327936000161571,107.9710839994732,9165.211102106969
1781842060,100,,Aggregated,48.000000,0.400000,16,17,19,19,22,29,52,62,93,110,110,2524,6,16,17.940722545564412,6.327936000161571,107.9710839994732,9193.823692551505
1781842061,100,,Aggregated,48.100000,0.600000,16,17,19,19,22,29,51,62,93,110,110,2568,6,16,17.911175280764738,6.327936000161571,107.9710839994732,9178.123052959501
